id,transaction_time,card_token,merchant_address_country,cost_region,transaction_type,transaction_cost_type,transaction_personal_details_input,transaction_card_ownership_proof_method,state,decline_reason,amount_currency,amount_value,billing_amount_currency,billing_amount_value,interchange_currency,inter_change_fee,merchant_name,category
132838,2018-04-04 15:34:16,043b9041-c419-404a-859a-5031c85e1fdb,EE,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,FAIL,PIN_ENTRY_TRIES_EXCEEDED,EUR,10.00,,,,,SEB Tartu mnt 49Maxima,ZMemberFinancialInstitut
132849,2018-04-04 15:37:30,deb90194-cf37-4c5f-b96b-3a0dae9d4f2d,GB,Domestic,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,GBP,30.00,GBP,30.00,GBP,-0.10,404325SURBITON E3,ZMemberFinancialInstitut
132857,2018-04-04 15:40:27,8e1b60ce-e717-40d0-b9ce-81209b2ddcf4,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,34.54,EUR,34.54,EUR,0.07,trainline,PassengerRailways
132863,2018-04-04 15:42:42,3187b4cc-9f56-475c-b5f1-1522fa22cb8d,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,20.00,GBP,20.00,GBP,0.04,LONDON TRANSPORT,PassengerRailways
132866,2018-04-04 15:43:20,9df566f2-0d9b-46c1-a84f-547bd2e914fc,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,88.91,EUR,88.91,EUR,0.18,SPORTLAND ESTONIA,SportingGoodsStores
132867,2018-04-04 15:44:11,bdbeea0e-4fbd-47a9-8478-00e8b7dc8085,EE,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,EUR,70.00,EUR,70.00,EUR,-0.58,SEB Parnu mnt 12Pank,ZMemberFinancialInstitut
132877,2018-04-04 15:46:32,7876e47b-0e78-43ec-aacf-be54840b3f2f,DE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,19.10,EUR,19.10,EUR,0.04,ALDI SUED SAGT DANKE,GroceryStoresSupermarkets
132878,2018-04-04 15:46:50,3f80395e-bfbd-480d-a701-418e58471c45,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,3.70,GBP,3.70,GBP,0.01,ICELAND,GroceryStoresSupermarkets
132879,2018-04-04 15:46:55,2eca7a74-82fd-477b-8693-8deb2255fa5d,FR,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,25.27,EUR,25.27,EUR,0.05,CENTRE LECLERC,GroceryStoresSupermarkets
132888,2018-04-04 15:49:08,eaaf3389-c752-4d46-ae9d-243786729e93,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,JPY,"30,195.00",GBP,201.82,GBP,0.40,Agoda Reservation,TravelAgenciesAndTourOperato
132951,2018-04-04 16:02:56,ef5d422f-6619-44f4-8377-aa6260040cf6,ES,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,9.77,EUR,9.77,EUR,0.02,SU9661,GroceryStoresSupermarkets
132961,2018-04-04 16:05:07,07f5e673-c318-4afe-aca5-26369edc7937,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,5.45,GBP,5.45,GBP,0.01,WAITROSE,GroceryStoresSupermarkets
132971,2018-04-04 16:07:18,3f80395e-bfbd-480d-a701-418e58471c45,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,1.00,GBP,1.00,GBP,0.00,POUNDLAND LTD,DiscountStores
132991,2018-04-04 16:13:15,32317442-5ca5-4659-bcc1-a304a1ce9b07,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,27.30,GBP,27.30,GBP,0.05,TENPIN LIMITED,ClubsCountryClubsMembership
132992,2018-04-04 16:13:42,deb90194-cf37-4c5f-b96b-3a0dae9d4f2d,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,8.19,GBP,8.19,GBP,0.02,WAITROSE,GroceryStoresSupermarkets
132993,2018-04-04 16:14:02,9df566f2-0d9b-46c1-a84f-547bd2e914fc,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,48.51,EUR,48.51,EUR,0.10,ICA AB/POHJA RIMI ISET,GroceryStoresSupermarkets
132999,2018-04-04 16:14:59,2ae0abc3-47ac-47dd-a8d1-0ac6dc010f96,US,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,,USD,96.64,USD,96.64,USD,1.55,WALMART.COM,DiscountStores
133044,2018-04-04 16:23:07,318a640d-3cc7-44d8-82f1-85ed2abbedd5,GB,Domestic,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,GBP,40.00,GBP,40.00,GBP,-0.18,M&S COVENT GARDEN,ZMemberFinancialInstitut
133053,2018-04-04 16:24:48,3cf5d6b7-506c-4083-9794-e0e3fcbbb3be,PT,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,EUR,40.00,EUR,40.00,EUR,-0.55,C C Lumiar-Hall Inter,ZMemberFinancialInstitut
133074,2018-04-04 16:30:15,2affea7f-3157-4a8b-baea-681d75d064fd,BR,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,BRL,5.90,GBP,1.26,GBP,0.01,HN HUDSON NEWS GUARULH,DutyFreeStores
133075,2018-04-04 16:30:16,e770cf10-d277-4fdc-8e62-bfe29b4c0ade,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,HUF,"1,750.00",GBP,4.94,GBP,0.01,BKK AUTOMATA F17,BusLines
133080,2018-04-04 16:30:52,844f3781-c396-4aa1-9e2d-b50be00a7b98,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,3.72,EUR,3.72,EUR,0.01,SUPERMERCADO CAN PARTI,GroceryStoresSupermarkets
133085,2018-04-04 16:32:17,e40d2a7a-66dc-48a5-96d6-9c0d50d0ab18,ES,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,59.00,EUR,59.00,EUR,0.12,AYTO MADRID PAGO INTER,TaxPayments
133087,2018-04-04 16:32:43,f6fec1d5-faf0-4b33-b0ea-5b9ed3789ca6,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,ZAR,37.00,GBP,2.22,GBP,0.00,UBER TRIP GLEMN HELP.U,Limousines
133102,2018-04-04 16:37:00,d3dd0799-2e78-4244-8bf1-700ad9027ba0,SE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,SEK,56.30,GBP,4.78,GBP,0.01,SYSTEMBOLAGET GOTEBORG,PackageStoresBeerWineLiqu
133110,2018-04-04 16:39:30,e13652ea-da95-4d6e-8335-d94cf14a4e62,PT,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,EUR,200.00,EUR,200.00,EUR,-0.74,R Central de Cesar,ZMemberFinancialInstitut
133123,2018-04-04 16:41:17,d502de90-570a-42ff-8b4a-e5945c1909d0,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,HUF,"1,500.00",GBP,4.23,GBP,0.01,CITY TAXI 709.,Limousines
133129,2018-04-04 16:42:16,844f3781-c396-4aa1-9e2d-b50be00a7b98,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,3.44,EUR,3.44,EUR,0.01,DANAUSIL SL,GroceryStoresSupermarkets
133139,2018-04-04 16:45:06,241d0a92-8c56-47f9-96a0-3bbcd7c9c931,CZ,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,CZK,160.70,GBP,5.56,GBP,0.01,Billa Hynaisova 554,GroceryStoresSupermarkets
133140,2018-04-04 16:45:21,d502de90-570a-42ff-8b4a-e5945c1909d0,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,HUF,"1,064.00",GBP,3.00,GBP,0.01,MA'V MENETJEGY AUTOMAT,RailroadsFreight
133146,2018-04-04 16:46:36,b9dd3fc3-6a91-42cf-9acc-a9664e652f53,ES,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,8.50,EUR,8.50,EUR,0.02,SANCT BERNHARD MORAIRA,DrugStoresPharmacies
133147,2018-04-04 16:46:55,4e722d62-9d73-44e3-ac86-87c842a9bf07,FI,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,7.99,EUR,7.99,EUR,0.02,K supermarket Joutsa,GroceryStoresSupermarkets
133148,2018-04-04 16:46:59,22e96a36-b310-4254-9543-4cb99d15bc2f,MT,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,13.61,EUR,13.61,EUR,0.03,THE CONVENIENCE SHOP,MiscellaneousFoodStoresConven
133157,2018-04-04 16:48:10,d502de90-570a-42ff-8b4a-e5945c1909d0,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,HUF,"1,240.00",GBP,3.50,GBP,0.01,NEMZETI DOHA'NYBOLT,CigarStoresAndStands
133161,2018-04-04 16:48:33,3187b4cc-9f56-475c-b5f1-1522fa22cb8d,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,GBP,11.00,GBP,11.00,GBP,0.02,WWW.GENESISCINEMA.CO.U,GameToyAndHobbyShops
133167,2018-04-04 16:49:37,b3abaf11-1854-4770-bfda-9cd016e162fc,ES,Inter,CASH_WITHDRAWAL,ATM,CONTACTLESS,PIN,SUCCESS,,EUR,200.00,EUR,200.00,EUR,-0.74,UNICAJA,ZMemberFinancialInstitut
133170,2018-04-04 16:50:38,1a04a744-0132-4d9e-9a8d-fdd0cbaffb04,DK,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,DKK,144.00,GBP,16.93,GBP,0.03,ONE 2 ApS,EatingPlacesRestaurants
133180,2018-04-04 16:52:00,318a640d-3cc7-44d8-82f1-85ed2abbedd5,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,8.99,GBP,8.99,GBP,0.02,H&M COVENT GARDEN,MenSAndWomenSClothingStore
133244,2018-04-04 17:08:36,ad6ff216-0e69-484b-ae7f-1313f42d795a,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,4.45,EUR,4.45,EUR,0.01,ABACUS URQUINAONA,BookStores
133271,2018-04-04 17:14:03,fc0a3498-837c-4941-baec-0bbf7ef246da,PT,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,UNKNOWN,SUCCESS,,EUR,4.12,EUR,4.12,EUR,0.01,CONTINENTE MODELO,GroceryStoresSupermarkets
133275,2018-04-04 17:14:29,2affea7f-3157-4a8b-baea-681d75d064fd,BR,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,BRL,10.00,GBP,2.13,GBP,0.02,3773 - GRSA TOU JOUR,FastFoodRestaurants
133302,2018-04-04 17:19:35,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,267.50,EUR,267.50,EUR,0.54,MYFITNESS POST.NARVA M,AthleticFieldsCommercialSpor
133305,2018-04-04 17:19:39,283d5197-f10e-428f-892f-cde481d7110e,FR,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,,EUR,2.50,EUR,2.50,EUR,0.01,BOUL.DESFOUX GRE,Bakeries
133323,2018-04-04 17:22:41,283d5197-f10e-428f-892f-cde481d7110e,FR,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,,EUR,7.20,EUR,7.20,EUR,0.01,FROMAGE BEAUFILS 75 PA,GroceryStoresSupermarkets
133343,2018-04-04 17:27:12,318a640d-3cc7-44d8-82f1-85ed2abbedd5,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,15.00,GBP,15.00,GBP,0.03,COS,MenSAndWomenSClothingStore
133344,2018-04-04 17:27:32,3bd73743-984c-4a11-9e23-eeeb0f227059,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,8.05,GBP,8.05,GBP,0.02,SAINSBURYS SACAT 2039,GroceryStoresSupermarkets
133348,2018-04-04 17:28:34,e9a84470-58ca-4945-8afa-6b03b7f384e6,IE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,15.59,EUR,15.59,EUR,0.03,LOTTS & CO,MiscellaneousFoodStoresConven
133351,2018-04-04 17:29:15,1b9c13f3-b586-4840-ad1e-fbc0021257d9,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,8.79,GBP,8.79,GBP,0.02,LIDL UK,GroceryStoresSupermarkets
133354,2018-04-04 17:29:47,8654f768-8eee-4e05-8a4c-e8dfa7533f61,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,15.09,EUR,15.09,EUR,0.03,WESTMANI ARI,MiscellaneousFoodStoresConven
133356,2018-04-04 17:30:28,a49e8617-ec3d-4587-8026-7b9a3b7a4b14,FR,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,9.68,EUR,9.68,EUR,0.02,MARCHE PLUS,GroceryStoresSupermarkets
133363,2018-04-04 17:31:40,3bd73743-984c-4a11-9e23-eeeb0f227059,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,4.40,GBP,4.40,GBP,0.01,SAINSBURYS SACAT 2039,GroceryStoresSupermarkets
133369,2018-04-04 17:32:50,283d5197-f10e-428f-892f-cde481d7110e,FR,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,,EUR,3.64,EUR,3.64,EUR,0.01,MONOPRIX,VarietyStores
133370,2018-04-04 17:32:57,e770cf10-d277-4fdc-8e62-bfe29b4c0ade,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,HUF,"1,980.00",GBP,5.58,GBP,0.01,Hummus Bar Etterem,EatingPlacesRestaurants
133410,2018-04-04 17:43:41,7bab70c6-42f1-4991-9183-e7e4540815aa,LT,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,14.24,EUR,14.24,EUR,0.03,IKI RAMUCIAI CENTRINE,DepartmentStores
133415,2018-04-04 17:44:20,26126009-f99e-444a-9383-62d5d88eef32,PL,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,PLN,85.45,PLN,85.45,PLN,0.17,CARREFOUR HIPERMARKET,GroceryStoresSupermarkets
133425,2018-04-04 17:47:02,593df553-64d7-4235-8906-27af65d0d737,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,16.29,EUR,16.29,EUR,0.03,UBER TRIP 3WEY7 HELP.U,Limousines
133427,2018-04-04 17:47:32,e9a84470-58ca-4945-8afa-6b03b7f384e6,IE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,14.44,EUR,14.44,EUR,0.03,Eurospar Bath Avenue,MiscellaneousFoodStoresConven
133494,2018-04-04 18:05:00,c4f28152-46b5-4d93-8469-753389793495,US,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,USD,31.00,USD,31.00,USD,0.34,RALEY'S #105,GroceryStoresSupermarkets
133516,2018-04-04 18:11:34,7cd90f8b-548f-4a4d-8469-dcd03fcf5b8a,EE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,11.90,EUR,11.90,EUR,0.02,Wolt BuenoGourmet,FastFoodRestaurants
133518,2018-04-04 18:12:01,e5352dd4-507f-4546-8f5d-3ddcc9bbe6ab,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,6.30,GBP,6.30,GBP,0.01,SAINSBURYS SACAT 4959,GroceryStoresSupermarkets
133532,2018-04-04 18:15:35,d580df24-8f6b-47be-a94a-350d7a9c7ded,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,6.45,GBP,6.45,GBP,0.01,BOOTS 1977,DrugStoresPharmacies
133539,2018-04-04 18:17:23,2affea7f-3157-4a8b-baea-681d75d064fd,BR,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,BRL,19.50,GBP,4.16,GBP,0.05,STAR 086,MiscellaneousFoodStoresConven
133550,2018-04-04 18:21:02,9df566f2-0d9b-46c1-a84f-547bd2e914fc,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,12.72,EUR,12.72,EUR,0.03,WWW.ALIEXPRESS.COM,DirectMarketingCatalogMerchan
133553,2018-04-04 18:21:32,0235ff90-c74d-4d32-ace8-b28152a2959b,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,HUF,"6,039.00",GBP,17.03,GBP,0.03,KERESKEDO,RecreationServicesNotElsewher
133556,2018-04-04 18:21:51,d7d99690-0d78-4442-8859-eb273fa9f042,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,6.89,GBP,6.89,GBP,0.01,RICHMAL CROMPTON,EatingPlacesRestaurants
133562,2018-04-04 18:24:14,e4443fcb-10c0-4723-890c-8eef7e7e37ee,NL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,,EUR,8.45,EUR,8.45,EUR,0.02,HMSHOST AMSTERDAM SCHI,FastFoodRestaurants
133565,2018-04-04 18:24:44,07f3a4d4-1740-47b1-bbce-6586736e5e56,US,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,,USD,2.99,USD,2.99,USD,0.05,GOOGLE *Scott Dodson,ComputerSoftwareStores
133586,2018-04-04 18:29:49,d580df24-8f6b-47be-a94a-350d7a9c7ded,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,8.79,GBP,8.79,GBP,0.02,BURGER KING,FastFoodRestaurants
133589,2018-04-04 18:30:02,37bba6ea-0b31-4aad-b471-205c601d85e3,CZ,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,CZK,442.00,GBP,15.31,GBP,0.03,MCDONALDS CERNY MOST,FastFoodRestaurants
133591,2018-04-04 18:30:40,3e99498e-2371-4520-8565-d5015afdc399,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,1.00,GBP,1.00,GBP,0.00,TESCO STORES 5509,GroceryStoresSupermarkets
133597,2018-04-04 18:32:08,381f59d1-4d4b-4e96-8eb2-116541800132,CH,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,CHF,3.20,CHF,3.20,CHF,0.03,SPLASH & SPA TAMARO,HealthAndBeautySpas
133630,2018-04-04 18:39:54,381f59d1-4d4b-4e96-8eb2-116541800132,CH,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,CHF,63.90,CHF,63.90,CHF,0.51,CITY RIVERA 89,ServiceStationsWithOrWithou
133637,2018-04-04 18:42:21,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,7.90,EUR,7.90,EUR,0.02,WOK TO WALK.VANA-VIRU,EatingPlacesRestaurants
133640,2018-04-04 18:43:05,a9b34976-572a-4ff5-8720-6f3e9ae70656,DE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,13.25,EUR,13.25,EUR,0.03,REWE Markt Sandra,GroceryStoresSupermarkets
133649,2018-04-04 18:45:40,e4443fcb-10c0-4723-890c-8eef7e7e37ee,NL,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,20.00,EUR,20.00,EUR,0.04,D-PIER,Florists
133672,2018-04-04 18:53:46,ce6730ad-e0ce-4bee-a3ef-e33e4859506e,IE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,33.49,EUR,33.49,EUR,0.07,TESCO STORE 3562,GroceryStoresSupermarkets
133684,2018-04-04 18:57:03,27a0db3e-c4db-4d87-806c-13b34f2013a4,DE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,9.90,EUR,9.90,EUR,0.02,Spoon Gastronomie GmbH,EatingPlacesRestaurants
133687,2018-04-04 18:59:03,4a72ea78-9728-4f03-a9e8-6ec2129e2679,EE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,KES,330.00,GBP,2.33,GBP,0.00,TAXIFY 20180404_2135,Limousines
133691,2018-04-04 18:59:11,4e72c770-4549-4071-8935-ba73c299fd81,PL,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,PLN,51.90,PLN,51.90,PLN,0.10,CARREFOUR HIPERMARKET,GroceryStoresSupermarkets
133693,2018-04-04 19:00:28,6650ebbe-5a09-422e-994f-4d61418f4523,AU,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,AUD,68.41,GBP,37.49,GBP,0.60,GOOGLE CC@GOOGLE.COM,DirectMarketingContinuitySubs
133716,2018-04-04 19:08:10,8e1b60ce-e717-40d0-b9ce-81209b2ddcf4,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,7.55,GBP,7.55,GBP,0.02,M&S SIMPLY FOOD-SSP,MiscellaneousFoodStoresConven
133754,2018-04-04 19:18:39,8d192c45-5e92-4642-959e-bba1d95ed638,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,,EUR,3.13,EUR,3.13,EUR,0.01,EXPRESS BERMUDEZ,VarietyStores
133766,2018-04-04 19:21:57,5fc5088a-95ad-4940-9c45-2f94c086e19b,US,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,USD,50.00,USD,50.00,USD,0.55,1 FOR THE ROAD,RMiscellaneousAndSpecial
133771,2018-04-04 19:24:20,d186c8d3-5ef5-40cc-8c58-150c6beaf1e7,US,Intra,POS_PURCHASE,POS/ECOM,STRIPE,PIN,SUCCESS,,USD,7.54,USD,7.54,USD,0.08,CHIPOTLE 1850,FastFoodRestaurants
133775,2018-04-04 19:26:24,5fc5088a-95ad-4940-9c45-2f94c086e19b,US,Intra,POS_PURCHASE,POS/ECOM,STRIPE,NONE,SUCCESS,,USD,4.00,USD,4.00,USD,0.04,51143 - POINT ORLA,AutomobileParkingLotsAndGara
133784,2018-04-04 19:29:45,fe074226-fcef-4adc-be4e-5a670dfd7ce5,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,3.00,GBP,3.00,GBP,0.01,TESCO STORES 3406,GroceryStoresSupermarkets
133793,2018-04-04 19:33:40,241d0a92-8c56-47f9-96a0-3bbcd7c9c931,CZ,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,CZK,62.80,GBP,2.17,GBP,0.00,ALBERT HM 0834,GroceryStoresSupermarkets
133799,2018-04-04 19:34:56,b5790b42-f368-4dcd-a60e-c0a019aed821,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,8.12,GBP,8.12,GBP,0.02,E & A SUPERMARKET,GroceryStoresSupermarkets
133818,2018-04-04 19:41:47,d7d99690-0d78-4442-8859-eb273fa9f042,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,6.75,GBP,6.75,GBP,0.01,RICHMAL CROMPTON,EatingPlacesRestaurants
133852,2018-04-04 19:57:12,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,12.30,EUR,12.30,EUR,0.02,F-HOONE,FastFoodRestaurants
133863,2018-04-04 20:03:09,4fd13ecc-8d5f-4aee-8d57-cdb33ad4900a,SI,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,EUR,30.00,EUR,30.00,EUR,-0.54,NKBM KIDRICEVA ULICA 7,ZMemberFinancialInstitut
133899,2018-04-04 20:17:58,e9a84470-58ca-4945-8afa-6b03b7f384e6,IE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,,EUR,27.20,EUR,27.20,EUR,0.05,THE OLD SPOT,BarsCocktailLoungesDiscothe
133903,2018-04-04 20:19:47,fade4e6f-bf70-4c45-bff0-9653f6bbc560,GH,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,USD,65.48,USD,65.48,USD,0.94,JLW Hostel,LodgingHotelsMotelsResorts
133908,2018-04-04 20:21:46,3e99498e-2371-4520-8565-d5015afdc399,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,1.24,GBP,1.24,GBP,0.00,TESCO STORES 5509,GroceryStoresSupermarkets
133932,2018-04-04 20:34:34,8b56a9ba-6034-420c-84db-71974bb5a4e6,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,FAIL,INCORRECT_PIN,EUR,29.70,,,,,RESTOBAR SA LLUM,EatingPlacesRestaurants
133933,2018-04-04 20:35:05,8b56a9ba-6034-420c-84db-71974bb5a4e6,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,29.70,EUR,29.70,EUR,0.06,RESTOBAR SA LLUM,EatingPlacesRestaurants
133944,2018-04-04 20:39:44,6f6d0cf2-8439-4c8a-bf1a-92d2a33582fc,PT,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,EUR,200.00,EUR,200.00,EUR,-0.74,Estacao Metro Sr. Rou,ZMemberFinancialInstitut
133946,2018-04-04 20:40:34,6f6d0cf2-8439-4c8a-bf1a-92d2a33582fc,PT,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,EUR,200.00,EUR,200.00,EUR,-0.74,Estacao Metro Sr. Rou,ZMemberFinancialInstitut
133959,2018-04-04 20:47:51,e9a84470-58ca-4945-8afa-6b03b7f384e6,IE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,6.05,EUR,6.05,EUR,0.01,Eurospar Bath Avenue,MiscellaneousFoodStoresConven
133966,2018-04-04 20:53:04,3e99498e-2371-4520-8565-d5015afdc399,GB,Domestic,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,GBP,20.00,GBP,20.00,GBP,-0.16,BLACK BEAUTY COSMETICS,ZMemberFinancialInstitut
133992,2018-04-04 21:08:24,d7d99690-0d78-4442-8859-eb273fa9f042,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,5.55,GBP,5.55,GBP,0.01,RICHMAL CROMPTON,EatingPlacesRestaurants
